web-scraper-order,web-scraper-start-url,house_listings,house_listings-href,rental,rooms,bath,area,address,type,Description,listing_agent_name,listing_agent_phone,parking,date_available,cooling,heating,pets,deposit,laundry,image_url-src
1598218893-86,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1037 Kentucky St, Lawrence, KS 66044",https://www.zillow.com/homedetails/1037-Kentucky-St-Lawrence-KS-66044/126650341_zpid/,"$4,200 ",7,4,"2,152","Lawrence, KS 66044",House for rent,"Hardwood floors, granite countertops, stainless steel appliances, 4 full baths, Walk to downtown and campus!",Eric Oligschlaeger,(785) 384-9378,None,5-Aug,Other,Forced air,"Large dogs, small dogs","$4,200 ",In Unit,
1598218862-71,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"3326 W 8th St, Lawrence, KS 66049",https://www.zillow.com/homedetails/3326-W-8th-St-Lawrence-KS-66049/217703830_zpid/,$850 ,3,1.5,"1,050","Lawrence, KS 66049",Apartment for rent,"Newly remodeled, must see! Located just minutes from the highway and a short walk to the bus stop, this town home has a great location for commuting or attending KU and grocery stores are around the corner. Spacious interior with loft upstairs. Kitchen features all appliances including dish washer and washer/dryer in unit. 12 month lease. Tenants are responsible for all utilities.",Roderick,(785) 371-2146,Off street,Available now,Other,Forced air,Small dogs,$850 ,In Unit,
1598218887-83,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"416 John Doy Ct, Lawrence, KS 66049",https://www.zillow.com/homedetails/416-John-Doy-Ct-Lawrence-KS-66049/2144905991_zpid/,"$1,350 ",4,2,"1,600","416 John Doy Ct,",Townhouse for rent,"Looking for a newer and affordable housing? This spacious 4 bedrooms and 2 bathroom unit is newly painted with large open floor plan, lots of windows, and a big back yard. A gas fire place is in the living room. Kitchen has newer appliances. The laundry room is on the main floor with washer and dryer. Call and text today for a showing. Owner pays yard care",Heidi,(785) 347-8891,Detached Garage,Contact manager,Other,Forced air,Small dogs,"$1,350 ",In Unit,
1598218893-85,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1037 Kentucky St, Lawrence, KS 66044",https://www.zillow.com/homedetails/1037-Kentucky-St-Lawrence-KS-66044/126650341_zpid/,"$4,200 ",7,4,"2,152","1037 Kentucky St,",House for rent,"Hardwood floors, granite countertops, stainless steel appliances, 4 full baths, Walk to downtown and campus!",Eric Oligschlaeger,(785) 384-9378,None,5-Aug,Other,Forced air,"Large dogs, small dogs","$4,200 ",In Unit,
1598218877-80,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1027 Mississippi Street - 11, 11",https://www.zillow.com/homedetails/1027-Mississippi-St-11-Lawrence-KS-66044/2078995819_zpid/,$525+,1,1,600,,Apartment for rent,Great 1 bedroom right next to Memorial Stadium!,Tenant Turner contact for unit 364189,(620) 264-8642,None,Available now,Contact manager,Contact manager,Contact manager,$525 ,Contact manager,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598218828-57,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1647 University Dr, Lawrence, KS 66044",https://www.zillow.com/homedetails/1647-University-Dr-Lawrence-KS-66044/74579600_zpid/,"$1,950 ",4,3,"2,400","Lawrence, KS 66044",House for rent,"Comfy home in fantastic neighborhood! Main floor office with lots of light. 4 large bedrooms, sunroom, remodeled kitchen, hardwood floors, and more. Large living areas, large yard, and plenty of parking. Updated windows & stainless steel appliances. Perfect for you! Located in one of the best neighborhoods in Lawrence. Very safe. No loud college parties - professors from KU live in this area. Serious inquires only.",Frank altomare,(913) 526-3857,Detached Garage,Available now,Other,Forced air,Contact manager,"$1,950 ",In Unit,
1598218956-116,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"616 Eldridge St, Lawrence, KS 66049",https://www.zillow.com/homedetails/616-Eldridge-St-Lawrence-KS-66049/217708936_zpid/,$900 ,2,1,"1,050","616 Eldridge St,",Townhouse for rent,"Great neighborhood on a low traffic street. Close to restaurants, shopping, schools and parks. Pets welcome with additional deposit and rent. Private Washer and dryer hookups on 2nd level. Wood burning fireplace. Combination of carpet and hard surface flooring. Cute patio in the back yard. Owner takes care of mowing and lawn and Tenant pays utilities.",Property Manager  Lawrence,(203) 457-3124,1 space,1-Sep,Contact manager,Other,Contact manager,$900 ,Contact manager,
1598218840-62,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1100 1/2 Connecticut St, Lawrence, KS 66044",https://www.zillow.com/homedetails/1100-1-2-Connecticut-St-Lawrence-KS-66044/126647587_zpid/,"$1,395 ",3,2,"1,252","1100 1/2 Connecticut St,",House for rent,"Charming turn of the Century 2 story beauty. Near Lawrence Art District, close to KU campus, walking distance to Mass. Street, downtown events, South Park entertainment areas. 3 bedroom, 2 full baths, plus office. Master on the main level. Sun porch overlooks (new) vinyl fenced backyard with cute ""she/he shed great for outdoor fun. Original hardwood just refinished, new interior paint, tile, updated HVAC, electrical, windows, vinyl sided. MUST HAVE GOOD CREDIT, $30 APPLICATION FEE, NO DOGS",Don J. Schmidt and Cheryl Baldwin,(785) 423-1881,None,Contact manager,Central,Forced air,No,Contact manager,Contact manager,
1598218960-119,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"918 Drum Dr, Lawrence, KS 66049",https://www.zillow.com/homedetails/918-Drum-Dr-Lawrence-KS-66049/217710184_zpid/,"$2,000 ",4,3,"2,340","918 Drum Dr,",House for rent,"Like new home built in 2013. New hardwood floors throughout. Energy efficient and well maintained home at West Lawrence near Langston Hughes Elementary School and Free State High School, Rock Chalk Park & K-10/I-70. Lots cherry cabinets with large pantry cabinets. French-door refrigerator and new dish washer. Open space layout with two living spaces on the main floor including family room with fireplace. Flower beds in the backyard. Upstairs with 4 bedrooms, Laundry room and separate storage room. 2 Bedrooms with walk-in closets. 3 Bathrooms including 1/2 bath on the main floor. Upstairs bathrooms with built-in linen closets. Featuring 3 car garage with large and all-concrete storm room. Beautiful home at quiet and safe family neighborhood. Also available 503 N. Wren, Lawrence 66049 on September 1st, 2020.",Bart Willems,null,Detached Garage,Contact manager,Other,Forced air,Contact manager,"$2,500 ",In Unit,
1598218960-120,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"918 Drum Dr, Lawrence, KS 66049",https://www.zillow.com/homedetails/918-Drum-Dr-Lawrence-KS-66049/217710184_zpid/,"$2,000 ",4,3,"2,340","Lawrence, KS 66049",House for rent,"Like new home built in 2013. New hardwood floors throughout. Energy efficient and well maintained home at West Lawrence near Langston Hughes Elementary School and Free State High School, Rock Chalk Park & K-10/I-70. Lots cherry cabinets with large pantry cabinets. French-door refrigerator and new dish washer. Open space layout with two living spaces on the main floor including family room with fireplace. Flower beds in the backyard. Upstairs with 4 bedrooms, Laundry room and separate storage room. 2 Bedrooms with walk-in closets. 3 Bathrooms including 1/2 bath on the main floor. Upstairs bathrooms with built-in linen closets. Featuring 3 car garage with large and all-concrete storm room. Beautiful home at quiet and safe family neighborhood. Also available 503 N. Wren, Lawrence 66049 on September 1st, 2020.",Bart Willems,null,Detached Garage,Contact manager,Other,Forced air,Contact manager,"$2,500 ",In Unit,
1598218862-70,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"3326 W 8th St, Lawrence, KS 66049",https://www.zillow.com/homedetails/3326-W-8th-St-Lawrence-KS-66049/217703830_zpid/,$850 ,3,1.5,"1,050","3326 W 8th St,",Apartment for rent,"Newly remodeled, must see! Located just minutes from the highway and a short walk to the bus stop, this town home has a great location for commuting or attending KU and grocery stores are around the corner. Spacious interior with loft upstairs. Kitchen features all appliances including dish washer and washer/dryer in unit. 12 month lease. Tenants are responsible for all utilities.",Roderick,(785) 371-2146,Off street,Available now,Other,Forced air,Small dogs,$850 ,In Unit,
1598218882-81,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1521 W 2nd St, Lawrence, KS 66044",https://www.zillow.com/homedetails/1521-W-2nd-St-Lawrence-KS-66044/74575948_zpid/,"$1,300 ",3,1,950,"1521 W 2nd St,",House for rent,Quaint and exceptionally well kept 3 bedroom/1 bathroom home. Fenced back yard and privacy deck. Pet friendly and off street parking. New appliances. Easy access to I-70 in an established neighborhood. Quaint and exceptionally well kept 3 bedroom/1 bathroom home. Fenced back yard and privacy deck. Pet friendly and off street parking. New appliances. Easy access to I-70 in an established neighborhood.,Property Manager  Lawrence,(475) 256-5102,Detached Garage,1-Sep,Other,Forced air,"Cats, small dogs","$1,300 ",Contact manager,
1598218987-129,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1632 W 20th St, Lawrence, KS 66046",https://www.zillow.com/homedetails/1632-W-20th-St-Lawrence-KS-66046/74562820_zpid/,null,5,2,"2,200","Lawrence, KS 66046",Off market,"Stainless steel appliances. Gas stove. Oak floors. 2 full baths. New furnace and a/c in 2016. 6 foot, pet inescapable back yard fence with large back yard. Covered front deck. Built in entertainment center. Pool table. Attic fan. Garage. Washer and Dryer hookups. Pets ok with conditions. Close to campus and Allen Field House! Driveway parking for 5+ cars. Conveniently located to everything since you are in the middle of town. Email for more info. May be seen at 1632 w 20th street. Inside may be seen by appointment only. No Section 8. Willing to discuss lower rent for long term rental (2 years +) Thanks for your interest in our property. For all potential residents we'd like to take the time to go over our expectations and also ask a series of questions we'll be asking any tenant wishing to apply to live in our residence. Please send an email back with your responses and any questions you may have. Our 6 requirements: 1. positive employer and landlord reference checks 2. good financial history 3. clean background check 4. clean eviction check 5. stable employment 6. sufficient income For any person expecting to be living here we'd like you and all potential residents to answer these questions for each person. Why are you moving? How long have you lived in your current residence? Where are the last 3 places you have resided and what were the dates of residence? When will you move in? What kind of work do you do? Where do you currently work? What is your monthly income? Do you have funds available for deposit and first month's rent? Could anything interrupt your ability to pay your rent? How many people will be living in the home? Will your employer and former landlord provide references? Will you and all parties living in the residence consent to a credit and background check? Have you ever been evicted? Have you ever broken a lease? How long are you expecting to stay in the residence? A year or longer? Are you willing and able to sign a 1 year lease or longer? What is your email address? Things We'd like you to consider and our Expectations (more of this will be provided in our Occupancy Policy) We consider this property our home and as such expect that all tenants who live in the home treat it as a home, with care and respect. By this we expect tenants to keep the premises clean, maintain the lawn. Treat all property with care and respect. All items left in your care shall not be sold and should be maintained. Good housekeeping - we expect our property to be maintained in a clean manner. ""Clean ""will be defined to mean free of dirt, grease, impurities, foul odors, or extraneous matter. This also means keeping the house free of an accumulation of trash/garbage as well as keeping the house free of fire hazards. No smoking in the home. Regular lawn maintenance Cleaning of gutters You are responsible for all your utilities including cable, electric, gas, water/sewer Responsible for providing and changing the filter for the AC Be good neighbors (i.e., no loud parties) Fees We all undergo hardships at some point but it's important to try not to make those hardships become hardships for others. This is a business and I'm required to also make payments on time. By prioritizing your rent payment this isn't an issue but by paying rent late, please recognize that this burden you have has now been transferred to us and the payments we must make with your rent check are now compromised and may now also be delayed. With that said we expect rent to be paid on the 15th of every month via Venmo. If rent is late the following fees will be applied. Lessee shall pay a $50 late fee between 1-5 days late, $75 late fee 6-20 days late, anything over 20 days is $100 late fee on unpaid balances received after the 15th of the month. Move in Information Residence will be available sometime between September 1- 6. Depending on move in date your rent may be prorated. Deposit is equal to 1 month rent - $1400 total TOTAL due up front (based on full months rent - could be prorated depending on move in date) $1400 deposit (refundable at the time of move out if no work or clean up required) $1400 September rent TOTAL $2800 Pets - We typically are ok with pets but we do ask a few things. Our expectation is that you will be a responsible pet owner by adhering to the following Pet must be vaccinated Pet must be under control at all times. This includes keeping the dog appropriately contained if work needs to be done inside or outside the home. Prevent excessive barking Clean up after the pet both inside and outside Do not leave the dog outside unsupervised for an unreasonable amount of time. Provide a profile of the pet: Name of Pet Weight of Pet Breed of Pet Age of Pet Spayed or Neutered? vaccinations? Background check and credit check will be required for all parties interested in living in the residence to be paid for by applicant but reimbursement may be considered should a rental agreement be reached. Background check includes a full credit report, a rental background check, SSN verification and address history, nationwide criminal and sex offender search, nationwide evictions, bankruptcies and income verification. When the report is complete they will send it back to us to review. We will review the report and check that it meets our criteria. We will notify if your application is approved or if it's denied. We expect open and honest communication and want to ensure that the environment you are living in is safe and thus we expect you to alert us of any issues. If after reading all this you are interested in walking through the house prior to submitting to a background check please let me know so we can set up a time. More photos coming soon.",null,null,1 space,1-Sep,Other,1-Sep,"Cats, small dogs","$1,400 ",No Data,
